"Match ID","League","Start Date","Duration (s)","Duration (mm:ss)","Radiant Team","Team A","Team A Heroes","Team B","Team B Heroes","Winner"
"644190088","1177","05 May 2014 01:41","718","11:58","Team A","CDEC Gaming","Axe Sand King Dark Seer Ancient Apparition Ember Spirit","Ignite Force","Mirana Dragon Knight Dazzle Shadow Demon Nyx Assassin","Team A"
"645815081","1177","06 May 2014 02:21","1616","26:56","Team B","CDEC Gaming","Sand King Dark Seer Weaver Ancient Apparition Ember Spirit","Scythe.SG-","Crystal Maiden Mirana Clockwerk Invoker Treant Protector","Team B"
"654692245","1245","11 May 2014 04:06","1922","32:02","Team B","CDEC Gaming","Mirana Sand King Queen of Pain Ancient Apparition Lone Druid","Unknown Radiant Team","Wraith King Viper Clockwerk Rubick Ember Spirit","Team A"
"657965361","1245","13 May 2014 03:31","1021","17:01","Team A","CDEC Gaming","Crystal Maiden Windranger Invoker Lycan Treant Protector","Ecupl Gaming","Luna Dragon Knight Nature's Prophet Visage Tusk","Team A"
"665067972","1245","17 May 2014 03:24","1562","26:02","Team B","CDEC Gaming","Templar Assassin Dark Seer Treant Protector Rubick Centaur Warrunner","God's Mercy","Sand King Viper Huskar Io Timbersaw","Team A"
"669978229","600","20 May 2014 06:12","2297","38:17","Team B","CDEC Gaming","Mirana Wraith King Dazzle Dark Seer Invoker","Hyper Glory Team","Tidehunter Witch Doctor Pugna Outworld Devourer Treant Protector","Team B"
"670037931","600","20 May 2014 07:33","3486","58:06","Team A","CDEC Gaming","Shadow Fiend Vengeful Spirit Lifestealer Treant Protector Centaur Warrunner","Alternate Trasher","Mirana Tidehunter Doom Shadow Demon Timbersaw","Team B"
"670104498","600","20 May 2014 08:53","3590","59:50","Team A","CDEC Gaming","Tidehunter Witch Doctor Invoker Treant Protector Naga Siren","LGD-GAMING","Mirana Wraith King Templar Assassin Dark Seer Visage","Team B"
"670370659","600","20 May 2014 12:48","1937","32:17","Team A","CDEC Gaming","Bane Mirana Templar Assassin Doom Centaur Warrunner","Orenda.US","Lich Dragon Knight Weaver Ancient Apparition Brewmaster","Team A"
"670476346","600","20 May 2014 02:04","1579","26:19","Team A","CDEC Gaming","Axe Morphling Doom Treant Protector Rubick","CIS-Game","Dragon Knight Dazzle Gyrocopter Naga Siren Timbersaw","Team A"
"671619782","600","21 May 2014 06:13","2286","38:06","Team B","CDEC Gaming","Morphling Treant Protector Rubick Centaur Warrunner Timbersaw","Dream time.","Bane Mirana Tidehunter Lich Brewmaster","Team A"
"671675270","600","21 May 2014 07:30","1837","30:37","Team A","CDEC Gaming","Outworld Devourer Treant Protector Rubick Centaur Warrunner Timbersaw","Chui Niu Bi","Bane Mirana Templar Assassin Brewmaster Slark","Team A"
"671752077","600","21 May 2014 08:51","2106","35:06","Team B","CDEC Gaming","Morphling Treant Protector Rubick Centaur Warrunner Timbersaw","New Element","Tidehunter Witch Doctor Dazzle Weaver Lycan","Team A"
"671874467","600","21 May 2014 10:41","1648","27:28","Team B","CDEC Gaming","Shadow Shaman Templar Assassin Doom Shadow Demon Centaur Warrunner","Unknown Radiant Team","Mirana Lina Wraith King Huskar Brewmaster","Team B"
"672148553","600","21 May 2014 02:09","1971","32:51","Team A","CDEC Gaming","Mirana Dazzle Invoker Lone Druid Treant Protector","Dream time.","Morphling Razor Rubick Visage Centaur Warrunner","Team B"
"677669453","1245","24 May 2014 02:13","1696","28:16","Team A","CDEC Gaming","Mirana Wraith King Dazzle Doom Lycan","U.5","Morphling Razor Sand King Tidehunter Ancient Apparition","Team A"
"705504288","1284","07 Jun 2014 02:26","1510","25:10","Team A","CDEC Gaming","Wraith King Pugna Dark Seer Lycan Rubick","Happy boys in the world","Dazzle Batrider Ancient Apparition Alchemist Bristleback","Team A"
"707435412","1284","08 Jun 2014 01:08","1830","30:30","Team B","CDEC Gaming","Axe Morphling Dark Seer Rubick Disruptor","Alternate Trasher","Shadow Fiend Lion Nyx Assassin Io Centaur Warrunner","Team A"
"709406275","1284","09 Jun 2014 01:23","2214","36:54","Team A","CDEC Gaming","Dragon Knight Dark Seer Weaver Rubick Disruptor","Hyper Glory Team","Mirana Kunkka Shadow Demon Treant Protector Timbersaw","Team A"
"715460579","1097","12 Jun 2014 04:13","1816","30:16","Team A","CDEC Gaming","Mirana Kunkka Lifestealer Shadow Demon Centaur Warrunner","DK","Tiny Templar Assassin Treant Protector Nyx Assassin Io","Team B"
"724409279","1284","17 Jun 2014 09:11","1858","30:58","Team B","CDEC Gaming","Shadow Shaman Dark Seer Shadow Demon Slark Ember Spirit","DK","Mirana Tidehunter Queen of Pain Nyx Assassin Naga Siren","Team B"
"724471520","1284","17 Jun 2014 10:03","2934","48:54","Team A","CDEC Gaming","Ancient Apparition Invoker Rubick Nyx Assassin Naga Siren","DK","Mirana Morphling Shadow Fiend Lion Clockwerk","Team B"
"725071624","1284","17 Jun 2014 04:04","3210","53:30","Team B","CDEC Gaming","Mirana Dragon Knight Batrider Lycan Shadow Demon","Unknown Radiant Team","Axe Vengeful Spirit Doom Troll Warlord Abaddon","Team A"
"732423017","1284","21 Jun 2014 08:05","1974","32:54","Team B","CDEC Gaming","Mirana Wraith King Dark Seer Rubick Bristleback","Invictus Gaming","Shadow Shaman Faceless Void Enchantress Invoker Ember Spirit","Team B"
"750141056","1542","30 Jun 2014 01:32","1041","17:21","Team B","CDEC Gaming","Mirana Lion Invoker Brewmaster Ember Spirit","Tourismteam","Sand King Jakiro Ursa Naga Siren Elder Titan","Team A"
"752290529","1542","01 Jul 2014 03:42","3242","54:02","Team B","CDEC Gaming","Mirana Invoker Shadow Demon Naga Siren Centaur Warrunner","Unknown Radiant Team","Razor Lion Lich Faceless Void Brewmaster","Team A"
"753989164","1542","02 Jul 2014 02:23","1301","21:41","Team B","CDEC Gaming","Earthshaker Mirana Viper Dark Seer Ember Spirit","The trouble crushers","Puck Lion Dragon Knight Chen Doom","Team A"
"754072375","1542","02 Jul 2014 03:06","2348","39:08","Team A","CDEC Gaming","Lion Queen of Pain Faceless Void Ancient Apparition Invoker","The trouble crushers","Shadow Shaman Lich Dragon Knight Brewmaster Timbersaw","Team A"
"838205997","1350","16 Aug 2014 11:01","1135","18:55","Team B","CDEC Gaming","Razor Ancient Apparition Invoker Brewmaster Rubick","kinetic.kkk","Morphling Shadow Shaman Jakiro Doom Slark","Team A"
"838518238","1350","16 Aug 2014 02:24","1826","30:26","Team A","CDEC Gaming","Shadow Shaman Faceless Void Invoker Brewmaster Undying","Dream - Gamin","Morphling Sand King Batrider Bristleback Skywrath Mage","Team A"
"840164455","1350","17 Aug 2014 10:39","1371","22:51","Team B","CDEC Gaming","Lion Faceless Void Brewmaster Troll Warlord Skywrath Mage","Green Shoots Gaming","Batrider Silencer Outworld Devourer Rubick Centaur Warrunner","Team B"
"840228202","1350","17 Aug 2014 11:19","1974","32:54","Team A","CDEC Gaming","Shadow Shaman Viper Lifestealer Ancient Apparition Doom","Green Shoots Gaming","Earthshaker Batrider Outworld Devourer Rubick Ember Spirit","Team A"
"840311451","1350","17 Aug 2014 12:07","1841","30:41","Team B","CDEC Gaming","Shadow Shaman Faceless Void Templar Assassin Bristleback Skywrath Mage","Green Shoots Gaming","Lifestealer Batrider Alchemist Silencer Ember Spirit","Team A"
"853657648","1709","24 Aug 2014 02:19","1337","22:17","Team B","CDEC Gaming","Shadow Shaman Queen of Pain Wraith King Centaur Warrunner Skywrath Mage","Uk-Gaming","Earthshaker Sand King Viper Doom Bristleback","Team A"
"857410817","1709","26 Aug 2014 02:29","1104","18:24","Team A","CDEC Gaming","Witch Doctor Death Prophet Lycan Rubick Centaur Warrunner","Shadow_Knight","Tidehunter Tinker Wraith King Invoker Disruptor","Team A"
