"Match ID","League","Start Date","Duration (s)","Duration (mm:ss)","Radiant Team","Team A","Team A Heroes","Team B","Team B Heroes","Winner"
"239249726","52","10 Jul 2013 07:07","2192","36:32","Team A","Vici Gaming","Crystal Maiden Dark Seer Alchemist Visage Magnus","DOTA2 positive energy","Windranger Queen of Pain Leshrac Disruptor Nyx Assassin","Team A"
"240074559","52","11 Jul 2013 07:48","2175","36:15","Team A","Vici Gaming","Queen of Pain Dazzle Lifestealer Shadow Demon Slark","LGD-GAMING","Bane Beastmaster Dragon Knight Chen Gyrocopter","Team B"
"240136233","52","11 Jul 2013 10:00","2920","48:40","Team A","Vici Gaming","Beastmaster Clockwerk Gyrocopter Naga Siren Visage","Orange.Neolution Esports","Windranger Nature's Prophet Weaver Chen Rubick","Team B"
"240224923","52","11 Jul 2013 12:30","3041","50:41","Team A","Vici Gaming","Windranger Leshrac Alchemist Outworld Devourer Magnus","Invictus Gaming","Storm Spirit Nature's Prophet Gyrocopter Naga Siren Visage","Team A"
"241013480","52","12 Jul 2013 11:40","1183","19:43","Team B","Vici Gaming","Lion Leshrac Nature's Prophet Lifestealer Shadow Demon","Esports-Muxi.CN","Puck Queen of Pain Enchantress Alchemist Nyx Assassin","Team A"
"241977566","52","13 Jul 2013 02:19","2055","34:15","Team B","Vici Gaming","Windranger Queen of Pain Nature's Prophet Rubick Visage","DK","Dark Seer Enchantress Weaver Alchemist Nyx Assassin","Team A"
"242027483","52","13 Jul 2013 03:21","2090","34:50","Team A","Vici Gaming","Windranger Clockwerk Nature's Prophet Spectre Visage","DK","Dragon Knight Enchantress Gyrocopter Io Magnus","Team B"
"246111993","58","18 Jul 2013 02:13","3484","58:04","Team A","Vici Gaming","Storm Spirit Lifestealer Dark Seer Chen Rubick","Joe Elite Team","Tiny Queen of Pain Nature's Prophet Nyx Assassin Io","Team A"
"246181422","58","18 Jul 2013 03:39","1814","30:14","Team B","Vici Gaming","Beastmaster Enchantress Weaver Alchemist Shadow Demon","Joe Elite Team","Lina Dragon Knight Dark Seer Lycan Nyx Assassin","Team A"
"246934931","58","19 Jul 2013 02:21","2808","46:48","Team A","Vici Gaming","Dragon Knight Nature's Prophet Outworld Devourer Rubick Magnus","Invasion MUFC","Phantom Lancer Windranger Lifestealer Nyx Assassin Keeper of the Light","Team A"
"247006520","58","19 Jul 2013 03:46","1156","19:16","Team B","Vici Gaming","Shadow Fiend Beastmaster Dragon Knight Chen Nyx Assassin","Invasion MUFC","Juggernaut Lina Queen of Pain Shadow Demon Lone Druid","Team B"
"247043821","58","19 Jul 2013 04:28","1698","28:18","Team A","Vici Gaming","Bane Dark Seer Weaver Alchemist Treant Protector","Invasion MUFC","Storm Spirit Queen of Pain Lifestealer Enchantress Shadow Demon","Team A"
"247841792","42","20 Jul 2013 02:09","2997","49:57","Team A","Vici Gaming","Lina Dark Seer Weaver Alchemist Shadow Demon","RaTtLeSnAkE. CN GaMiNg","Crystal Maiden Storm Spirit Dragon Knight Lifestealer Bounty Hunter","Team B"
"247980684","42","20 Jul 2013 03:53","2368","39:28","Team A","Vici Gaming","Vengeful Spirit Leshrac Nature's Prophet Lifestealer Outworld Devourer","**singStars.Gaming","Bane Windranger Beastmaster Dragon Knight Alchemist","Team B"
"248724600","59","21 Jul 2013 12:03","2845","47:25","Team B","Vici Gaming","Dragon Knight Weaver Chen Alchemist Rubick","Unknown Radiant Team","Earthshaker Puck Dark Seer Spectre Visage","Team A"
"248786508","59","21 Jul 2013 01:19","2730","45:30","Team A","Vici Gaming","Windranger Gyrocopter Outworld Devourer Shadow Demon Naga Siren","Unknown Dire Team","Razor Lion Lifestealer Weaver Visage","Team B"
"248850394","59","21 Jul 2013 02:12","2419","40:19","Team B","Vici Gaming","Kunkka Bounty Hunter Doom Outworld Devourer Shadow Demon","Unknown Radiant Team","Razor Enigma Leshrac Alchemist Nyx Assassin","Team A"
"248908203","59","21 Jul 2013 03:31","2558","42:38","Team A","Vici Gaming","Bane Puck Dragon Knight Chen Alchemist","RaTtLeSnAkE. CN GaMiNg","Crystal Maiden Storm Spirit Lifestealer Dark Seer Slark","Team A"
"248976942","59","21 Jul 2013 04:42","874","14:34","Team B","Vici Gaming","Storm Spirit Lina Bounty Hunter Spectre Nyx Assassin","RaTtLeSnAkE. CN GaMiNg","Shadow Fiend Slardar Lifestealer Shadow Demon Visage","Team A"
"249882341","58","22 Jul 2013 11:27","2171","36:11","Team A","Vici Gaming","Bane Windranger Dragon Knight Nature's Prophet Weaver","Zenith","Vengeful Spirit Queen of Pain Lifestealer Io Tusk","Team A"
"249936482","58","22 Jul 2013 01:28","3074","51:14","Team B","Vici Gaming","Juggernaut Lina Dragon Knight Weaver Shadow Demon","Zenith","Puck Dark Seer Gyrocopter Io Tusk","Team A"
"250755652","58","23 Jul 2013 03:33","2617","43:37","Team A","Vici Gaming","Windranger Dragon Knight Chen Shadow Demon Lone Druid","Orange.Neolution Esports","Sand King Lifestealer Weaver Gyrocopter Visage","Team B"
"250832077","58","23 Jul 2013 04:38","1234","20:34","Team B","Vici Gaming","Dragon Knight Clockwerk Nature's Prophet Weaver Nyx Assassin","Orange.Neolution Esports","Sand King Shadow Shaman Dark Seer Chen Gyrocopter","Team B"
"286316422","60","25 Aug 2013 10:24","1509","25:09","Team B","Vici Gaming","Templar Assassin Lifestealer Dark Seer Jakiro Shadow Demon","Black King Bar|","Bane Pudge Bounty Hunter Chaos Knight Io","Team A"
