"Match ID","League","Start Date","Duration (s)","Duration (mm:ss)","Radiant Team","Team A","Team A Heroes","Team B","Team B Heroes","Winner"
"542129803","189","28 Feb 2014 01:44","1879","31:19","Team A","Newbee","Tiny Enchantress Bounty Hunter Alchemist Io","CIS-Game","Nature's Prophet Clinkz Chen Rubick Magnus","Team A"
"542209492","189","28 Feb 2014 02:36","1801","30:01","Team B","Newbee","Storm Spirit Nature's Prophet Enchantress Weaver Nyx Assassin","CIS-Game","Mirana Sand King Wraith King Templar Assassin Invoker","Team B"
"542292679","189","28 Feb 2014 03:39","2157","35:57","Team A","Newbee","Bane Luna Dragon Knight Clockwerk Visage","CIS-Game","Mirana Sniper Naga Siren Slark Timbersaw","Team B"
"542390297","177","28 Feb 2014 04:37","2625","43:45","Team A","Newbee","Enchantress Batrider Gyrocopter Nyx Assassin Io","Vici Gaming","Storm Spirit Shadow Shaman Nature's Prophet Ancient Apparition Doom","Team B"
"542487791","177","28 Feb 2014 05:44","1467","24:27","Team B","Newbee","Crystal Maiden Shadow Fiend Templar Assassin Nyx Assassin Naga Siren","Vici Gaming","Luna Nature's Prophet Enchantress Invoker Rubick","Team B"
"548092068","177","04 Mar 2014 03:01","867","14:27","Team B","Newbee","Templar Assassin Doom Gyrocopter Alchemist Disruptor","Scythe.SG-","Dazzle Dark Seer Ancient Apparition Lycan Nyx Assassin","Team A"
"550753117","177","06 Mar 2014 03:53","2022","33:42","Team A","Newbee","Storm Spirit Lifestealer Ancient Apparition Rubick Nyx Assassin","Titan","Dragon Knight Weaver Batrider Naga Siren Visage","Team A"
"555208460","232","09 Mar 2014 01:11","2146","35:46","Team A","Newbee","Shadow Shaman Luna Enchantress Alchemist Nyx Assassin","TongFu.WanZhou","Sand King Invoker Rubick Slark Timbersaw","Team A"
"555351180","232","09 Mar 2014 02:40","2474","41:14","Team B","Newbee","Puck Venomancer Weaver Doom Nyx Assassin","LGD-GAMING","Batrider Ancient Apparition Brewmaster Rubick Ember Spirit","Team A"
"557962785","232","11 Mar 2014 01:10","2847","47:27","Team A","Newbee","Mirana Dark Seer Doom Lycan Rubick","Invictus Gaming","Shadow Shaman Dragon Knight Clockwerk Ancient Apparition Ursa","Team B"
"558954258","232","12 Mar 2014 08:47","1742","29:02","Team A","Newbee","Bane Storm Spirit Batrider Gyrocopter Alchemist","CIS-Game","Shadow Fiend Clockwerk Lifestealer Ancient Apparition Rubick","Team A"
"560398914","232","13 Mar 2014 11:42","2417","40:17","Team B","Newbee","Anti-Mage Shadow Shaman Clockwerk Ancient Apparition Invoker","Dream time.","Puck Dark Seer Spectre Alchemist Rubick","Team A"
"561433768","232","14 Mar 2014 08:44","1924","32:04","Team B","Newbee","Puck Dark Seer Enchantress Gyrocopter Rubick","Vici Gaming","Vengeful Spirit Pugna Ancient Apparition Lycan Centaur Warrunner","Team B"
