"Match ID","League","Start Date","Duration (s)","Duration (mm:ss)","Radiant Team","Team A","Team A Heroes","Team B","Team B Heroes","Winner"
"19281584","2","06 Jun 2012 03:27","2653","44:13","Team B","Virtus.pro","Lich Beastmaster Faceless Void Leshrac Enchantress","mTw","Earthshaker Windranger Enigma Tinker Invoker","Team A"
"19288328","2","06 Jun 2012 04:32","1667","27:47","Team A","Virtus.pro","Sand King Windranger Queen of Pain Leshrac Lifestealer","mTw","Crystal Maiden Enchantress Night Stalker Invoker Lone Druid","Team B"
"19305123","2","06 Jun 2012 07:54","4168","1:09:28","Team A","Virtus.pro","Crystal Maiden Windranger Enigma Death Prophet Invoker","mTw","Shadow Fiend Vengeful Spirit Beastmaster Pugna Chen","Team A"
"19461867","2","07 Jun 2012 09:38","2331","38:51","Team A","Virtus.pro","Enchantress Bounty Hunter Invoker Brewmaster Shadow Demon","mousesports","Vengeful Spirit Leshrac Clinkz Broodmother Chen","Team B"
"19472796","2","07 Jun 2012 10:45","4421","1:13:41","Team B","Virtus.pro","Shadow Fiend Enigma Beastmaster Leshrac Night Stalker","mousesports","Sand King Storm Spirit Queen of Pain Venomancer Dark Seer","Team A"
"19479279","2","08 Jun 2012 12:25","3252","54:12","Team A","Virtus.pro","Enigma Queen of Pain Dazzle Leshrac Lone Druid","mousesports","Earthshaker Mirana Vengeful Spirit Dark Seer Invoker","Team B"
"19560076","2","08 Jun 2012 03:16","1713","28:33","Team B","Virtus.pro","Anti-Mage Warlock Leshrac Dark Seer Shadow Demon","zNation","Crystal Maiden Windranger Slardar Enigma Queen of Pain","Team B"
"19569070","2","08 Jun 2012 04:07","2254","37:34","Team A","Virtus.pro","Storm Spirit Riki Enigma Venomancer Shadow Demon","zNation","Crystal Maiden Morphling Sand King Dark Seer Ancient Apparition","Team B"
"19578465","2","08 Jun 2012 05:11","2381","39:41","Team B","Virtus.pro","Morphling Sand King Venomancer Nature's Prophet Enchantress","zNation","Anti-Mage Earthshaker Windranger Ancient Apparition Brewmaster","Team B"
"42238736","13","20 Sep 2012 07:16","1957","32:37","Team A","Virtus.pro","Templar Assassin Nature's Prophet Dark Seer Chaos Knight Disruptor","Team Quantic","Morphling Windranger Enigma Venomancer Dragon Knight","Team A"
"42469769","13","21 Sep 2012 05:27","1155","19:15","Team A","Virtus.pro","Morphling Sand King Windranger Beastmaster Leshrac","MoscowFive","Tidehunter Enigma Queen of Pain Nature's Prophet Naga Siren","Team B"
"44185356","13","27 Sep 2012 05:22","1790","29:50","Team B","Virtus.pro","Morphling Sand King Enigma Bounty Hunter Shadow Demon","Unknown Radiant Team","Leshrac Night Stalker Broodmother Invoker Disruptor","Team A"
"44201436","13","27 Sep 2012 06:23","2668","44:28","Team B","Virtus.pro","Bane Morphling Beastmaster Templar Assassin Chen","FnaticRaidCall","Venomancer Faceless Void Invoker Lone Druid Rubick","Team B"
"44228096","13","27 Sep 2012 08:14","3131","52:11","Team B","Virtus.pro","Beastmaster Queen of Pain Leshrac Lifestealer Chen","Evil Geniuses","Tidehunter Enigma Luna Invoker Keeper of the Light","Team A"
"44463205","13","28 Sep 2012 06:15","3008","50:08","Team B","Virtus.pro","Lifestealer Bounty Hunter Chen Rubick Disruptor","Skanes Elit","Windranger Venomancer Templar Assassin Leshrac Shadow Demon","Team B"
"44485038","13","28 Sep 2012 07:28","2807","46:47","Team B","Virtus.pro","Morphling Beastmaster Queen of Pain Chen Shadow Demon","Kharkiv Team","Enigma Night Stalker Bounty Hunter Ancient Apparition Invoker","Team A"
