"Match ID","League","Start Date","Duration (s)","Duration (mm:ss)","Radiant Team","Team A","Team A Heroes","Team B","Team B Heroes","Winner"
"75715032","21","09 Dec 2012 09:52","1390","23:10","Team B","Team Liquid","Queen of Pain Broodmother Lone Druid Disruptor Nyx Assassin","Merciless Murderers","Luna Dark Seer Night Stalker Jakiro Keeper of the Light","Team A"
"80368483","22","17 Dec 2012 09:14","1771","29:31","Team B","Team Liquid","Earthshaker Phantom Lancer Tidehunter Queen of Pain Disruptor","FnaticRaidCall","Bounty Hunter Lone Druid Chaos Knight Keeper of the Light Io","Team B"
"80396644","22","17 Dec 2012 10:21","1918","31:58","Team A","Team Liquid","Queen of Pain Nature's Prophet Jakiro Lone Druid Nyx Assassin","FnaticRaidCall","Shadow Fiend Bounty Hunter Chen Chaos Knight Keeper of the Light","Team A"
"80418781","22","17 Dec 2012 11:17","1683","28:03","Team B","Team Liquid","Tinker Dark Seer Outworld Devourer Nyx Assassin Visage","FnaticRaidCall","Phantom Lancer Windranger Jakiro Chaos Knight Io","Team A"
"81024409","22","19 Dec 2012 12:17","3032","50:32","Team B","Team Liquid","Dark Seer Ursa Lone Druid Rubick Nyx Assassin","Team Dignitas","Templar Assassin Lifestealer Bounty Hunter Keeper of the Light Visage","Team B"
"81043665","22","19 Dec 2012 01:28","2696","44:56","Team A","Team Liquid","Queen of Pain Chen Lone Druid Undying Rubick","Team Dignitas","Phantom Lancer Tinker Bounty Hunter Nyx Assassin Keeper of the Light","Team B"
"81575859","21","19 Dec 2012 10:15","1948","32:28","Team B","Team Liquid","Tinker Beastmaster Outworld Devourer Disruptor Nyx Assassin","GreatTeacheOnidzuka45","Vengeful Spirit Faceless Void Dark Seer Gyrocopter Keeper of the Light","Team B"
"88826612","21","29 Dec 2012 09:59","1556","25:56","Team A","Team Liquid","Windranger Dragon Knight Batrider Chen Keeper of the Light","When in Mood","Juggernaut Queen of Pain Nature's Prophet Jakiro Nyx Assassin","Team A"
"94805901","21","07 Jan 2013 09:01","2196","36:36","Team B","Team Liquid","Puck Lifestealer Lone Druid Keeper of the Light Visage","NoWay","Tiny Venomancer Dark Seer Chaos Knight Io","Team B"
"95472821","22","08 Jan 2013 09:19","1383","23:03","Team A","Team Liquid","Windranger Lifestealer Chaos Knight Keeper of the Light Magnus","mTw","Earthshaker Night Stalker Bounty Hunter Gyrocopter Rubick","Team A"
"95498914","22","08 Jan 2013 10:06","1978","32:58","Team B","Team Liquid","Weaver Chaos Knight Disruptor Nyx Assassin Keeper of the Light","mTw","Luna Dark Seer Jakiro Brewmaster Shadow Demon","Team A"
"98399000","21","12 Jan 2013 09:56","1354","22:34","Team B","Team Liquid","Lifestealer Ursa Shadow Demon Keeper of the Light Magnus","Hor^Gaming","Windranger Dark Seer Alchemist Rubick Disruptor","Team A"
"101163598","22","16 Jan 2013 08:39","1214","20:14","Team B","Team Liquid","Puck Vengeful Spirit Lifestealer Keeper of the Light Magnus","Natus Vincere","Sand King Dark Seer Batrider Gyrocopter Rubick","Team A"
"101179029","22","16 Jan 2013 09:20","2291","38:11","Team A","Team Liquid","Tidehunter Chen Gyrocopter Shadow Demon  Magnus","Natus Vincere","Windranger Lifestealer Lone Druid Disruptor Io","Team A"
"101211734","22","16 Jan 2013 10:17","1611","26:51","Team B","Team Liquid","Windranger Enigma Gyrocopter Keeper of the Light Magnus","Natus Vincere","Lina Queen of Pain Lifestealer Dark Seer Shadow Demon","Team B"
"101773513","21","17 Jan 2013 09:30","2287","38:07","Team B","Team Liquid","Storm Spirit Windranger Dark Seer Chen Shadow Demon","Your Mum","Enigma Queen of Pain Chaos Knight Rubick Io","Team A"
"106558753","25","24 Jan 2013 01:14","2419","40:19","Team A","Team Liquid","Storm Spirit Queen of Pain Dark Seer Chen Shadow Demon","WhiteNoise","Earthshaker Lifestealer Invoker Lone Druid Keeper of the Light","Team A"
"106576015","25","24 Jan 2013 02:10","1330","22:10","Team B","Team Liquid","Puck Luna Dark Seer Enchantress Shadow Demon","WhiteNoise","Sven Windranger Chen Disruptor Magnus","Team A"
"107182869","21","24 Jan 2013 08:17","2831","47:11","Team A","Team Liquid","Beastmaster Queen of Pain Chen Chaos Knight Io","Virtus.pro","Crystal Maiden Leshrac Bounty Hunter Gyrocopter Magnus","Team B"
"108125497","22","25 Jan 2013 08:17","815","13:35","Team A","Team Liquid","Lina Lifestealer Dark Seer Lone Druid Visage","Team Empire","Bane Windranger Chaos Knight Nyx Assassin Io","Team B"
"108155577","22","25 Jan 2013 08:52","1958","32:38","Team B","Team Liquid","Luna Ursa Shadow Demon Disruptor Naga Siren","Team Empire","Leshrac Dark Seer Clinkz Undying Keeper of the Light","Team B"
"109140758","22","26 Jan 2013 08:14","1804","30:04","Team A","Team Liquid","Storm Spirit Tinker Dazzle Lone Druid Magnus","Virtus.pro","Phantom Lancer Lion Night Stalker Undying Keeper of the Light","Team A"
"109207993","22","26 Jan 2013 09:17","2473","41:13","Team B","Team Liquid","Storm Spirit Brewmaster Lone Druid Undying Disruptor","Virtus.pro","Anti-Mage Dark Seer Bounty Hunter Nyx Assassin Keeper of the Light","Team A"
"111033950","21","28 Jan 2013 08:19","1993","33:13","Team A","Team Liquid","Sand King Tidehunter Luna Dark Seer Shadow Demon","Virtus.pro","Puck Clockwerk Chaos Knight Keeper of the Light Io","Team B"
"111076315","21","28 Jan 2013 09:10","3474","57:54","Team B","Team Liquid","Earthshaker Witch Doctor Bounty Hunter Lone Druid Magnus","Hor^Gaming","Razor Sand King Dark Seer Brewmaster Shadow Demon","Team A"
"111825015","25","29 Jan 2013 07:51","2964","49:24","Team A","Team Liquid","Sand King Nature's Prophet Lifestealer Batrider Rubick","Evil Geniuses","Enigma Faceless Void Dark Seer Jakiro Nyx Assassin","Team A"
"111876535","25","29 Jan 2013 08:58","2939","48:59","Team B","Team Liquid","Tinker Bounty Hunter Outworld Devourer Rubick Nyx Assassin","Evil Geniuses","Pudge Shadow Shaman Luna Dark Seer Chen","Team A"
"116982909","25","04 Feb 2013 09:48","1746","29:06","Team A","Team Liquid","Clockwerk Outworld Devourer Chaos Knight Keeper of the Light Visage","Team Dignitas","Lina Lifestealer Dark Seer Chen Gyrocopter","Team A"
"117008439","25","04 Feb 2013 10:38","2314","38:34","Team B","Team Liquid","Windranger Leshrac Lifestealer Dark Seer Rubick","Team Dignitas","Bane Puck Slardar Weaver Io","Team B"
"117037299","25","04 Feb 2013 11:35","1996","33:16","Team A","Team Liquid","Sven Tidehunter Templar Assassin Clockwerk Keeper of the Light","Team Dignitas","Dark Seer Lone Druid Chaos Knight Rubick Visage","Team B"
"117736621","21","05 Feb 2013 09:06","993","16:33","Team A","Team Liquid","Queen of Pain Clockwerk Chaos Knight Keeper of the Light Io","Re-defining Madness","Dragon Knight Dark Seer Jakiro Shadow Demon Lone Druid","Team A"
"117762656","21","05 Feb 2013 09:48","1723","28:43","Team B","Team Liquid","Chen Outworld Devourer Chaos Knight Undying Disruptor","Re-defining Madness","Bane Luna Dark Seer Brewmaster Keeper of the Light","Team A"
"119315664","22","07 Feb 2013 09:19","1738","28:58","Team A","Team Liquid","Broodmother Chaos Knight Nyx Assassin Io Visage","GreatTeacheOnidzuka45","Phantom Lancer Enigma Templar Assassin Dark Seer Keeper of the Light","Team A"
"119347825","22","07 Feb 2013 10:10","2877","47:57","Team B","Team Liquid","Windranger Tinker Luna Undying Rubick","GreatTeacheOnidzuka45","Nature's Prophet Dark Seer Jakiro Gyrocopter Lone Druid","Team A"
"122176512","21","10 Feb 2013 09:12","1147","19:07","Team A","Team Liquid","Windranger Tinker Chaos Knight Io Visage","3DMAX","Anti-Mage Dark Seer Jakiro Rubick Magnus","Team A"
"122214117","21","10 Feb 2013 10:06","2410","40:10","Team B","Team Liquid","Venomancer Clockwerk Lone Druid Undying Nyx Assassin","3DMAX","Windranger Lifestealer Jakiro Batrider Rubick","Team A"
"122991265","27","11 Feb 2013 08:21","1387","23:07","Team A","Team Liquid","Tinker Clockwerk Enchantress Gyrocopter Undying","Team Dignitas","Templar Assassin Lifestealer Batrider Rubick Magnus","Team A"
